dataset,numelements,hash,reducer,nanoseconds_total,nanoseconds_per_key,benchmark_repeat_cnt
gapped_1percent_200M_uint64,200000000,tabulation_1x255_64,fastrange32,959834889,4.799174,10
consecutive_200M_uint64,200000000,tabulation_1x255_64,fastrange32,957377471,4.786887,10
books_200M_uint32,199999999,tabulation_1x255_64,fastrange64,954271799,4.771359,10
gapped_1percent_200M_uint64,200000000,tabulation_1x255_64,fastrange64,955728017,4.778640,10
wiki_ts_200M_uint64,90437011,meow64_upp,fast_modulo,2060315614,22.781775,10
osm_cellids_200M_uint64,200000000,tabulation_1x255_64,modulo,2260412595,11.302063,10
consecutive_200M_uint64,200000000,tabulation_1x255_64,fastrange64,957323334,4.786617,10
osm_cellids_200M_uint64,200000000,tabulation_1x255_64,fast_modulo,981119370,4.905597,10
books_200M_uint32,199999999,tabulation_1x255_64,modulo,2418751806,12.093759,10
osm_cellids_200M_uint64,200000000,tabulation_1x255_64,branchless_fast_modulo,1024881176,5.124406,10
gapped_1percent_200M_uint64,200000000,tabulation_1x255_64,modulo,2399639787,11.998199,10
wiki_ts_200M_uint64,90437011,meow64_upp,branchless_fast_modulo,2079452047,22.993374,10
wiki_ts_200M_uint64,90437011,aqua64,do_nothing,114527113,1.266374,10
wiki_ts_200M_uint64,90437011,aqua64,fastrange32,116502830,1.288221,10
wiki_ts_200M_uint64,90437011,aqua64,fastrange64,116045733,1.283166,10
consecutive_200M_uint64,200000000,tabulation_1x255_64,modulo,2393347518,11.966738,10
books_200M_uint32,199999999,tabulation_1x255_64,fast_modulo,1042205875,5.211029,10
osm_cellids_200M_uint64,200000000,tabulation_4x255_64,do_nothing,861144764,4.305724,10
gapped_1percent_200M_uint64,200000000,tabulation_1x255_64,fast_modulo,1063345728,5.316729,10
wiki_ts_200M_uint64,90437011,aqua64,modulo,677406145,7.490364,10
wiki_ts_200M_uint64,90437011,aqua64,fast_modulo,174926240,1.934233,10
wiki_ts_200M_uint64,90437011,aqua64,branchless_fast_modulo,174724920,1.932007,10
wiki_ts_200M_uint64,90437011,aqua64,do_nothing,114952694,1.271080,10
consecutive_200M_uint64,200000000,tabulation_1x255_64,fast_modulo,1056418557,5.282093,10
wiki_ts_200M_uint64,90437011,aqua64,fastrange32,117154539,1.295427,10
osm_cellids_200M_uint64,200000000,tabulation_4x255_64,fastrange32,902714174,4.513571,10
wiki_ts_200M_uint64,90437011,aqua64,fastrange64,116914397,1.292772,10
books_200M_uint32,199999999,tabulation_1x255_64,branchless_fast_modulo,1090567008,5.452835,10
gapped_1percent_200M_uint64,200000000,tabulation_1x255_64,branchless_fast_modulo,1090058731,5.450294,10
wiki_ts_200M_uint64,90437011,aqua64,modulo,679025973,7.508275,10
wiki_ts_200M_uint64,90437011,aqua64,fast_modulo,179483388,1.984623,10
osm_cellids_200M_uint64,200000000,tabulation_4x255_64,fastrange64,907049673,4.535248,10
consecutive_200M_uint64,200000000,tabulation_1x255_64,branchless_fast_modulo,1102414739,5.512074,10
books_200M_uint32,199999999,tabulation_4x255_64,do_nothing,909830225,4.549151,10
wiki_ts_200M_uint64,90437011,aqua64,branchless_fast_modulo,177746801,1.965421,10
gapped_1percent_200M_uint64,200000000,tabulation_4x255_64,do_nothing,908330883,4.541654,10
consecutive_200M_uint64,200000000,tabulation_4x255_64,do_nothing,901006936,4.505035,10
books_200M_uint32,199999999,tabulation_4x255_64,fastrange32,949409813,4.747049,10
gapped_1percent_200M_uint64,200000000,tabulation_4x255_64,fastrange32,947687728,4.738439,10
consecutive_200M_uint64,200000000,tabulation_4x255_64,fastrange32,944702887,4.723514,10
books_200M_uint32,199999999,tabulation_4x255_64,fastrange64,957176710,4.785884,10
osm_cellids_200M_uint64,200000000,tabulation_4x255_64,modulo,2272306184,11.361531,10
gapped_1percent_200M_uint64,200000000,tabulation_4x255_64,fastrange64,944400011,4.722000,10
consecutive_200M_uint64,200000000,tabulation_4x255_64,fastrange64,946678594,4.733393,10
osm_cellids_200M_uint64,200000000,tabulation_4x255_64,fast_modulo,981266428,4.906332,10
osm_cellids_200M_uint64,200000000,tabulation_4x255_64,branchless_fast_modulo,1024346851,5.121734,10
books_200M_uint32,199999999,tabulation_4x255_64,modulo,2389346919,11.946735,10
gapped_1percent_200M_uint64,200000000,tabulation_4x255_64,modulo,2403086472,12.015432,10
osm_cellids_200M_uint64,200000000,tabulation_8x255_64,do_nothing,869334750,4.346674,10
consecutive_200M_uint64,200000000,tabulation_4x255_64,modulo,2393206205,11.966031,10
books_200M_uint32,199999999,tabulation_4x255_64,fast_modulo,1029197246,5.145986,10
gapped_1percent_200M_uint64,200000000,tabulation_4x255_64,fast_modulo,1028581995,5.142910,10
osm_cellids_200M_uint64,200000000,tabulation_8x255_64,fastrange32,907034235,4.535171,10
consecutive_200M_uint64,200000000,tabulation_4x255_64,fast_modulo,1034719940,5.173600,10
books_200M_uint32,199999999,tabulation_4x255_64,branchless_fast_modulo,1076568206,5.382841,10
gapped_1percent_200M_uint64,200000000,tabulation_4x255_64,branchless_fast_modulo,1074577083,5.372885,10
osm_cellids_200M_uint64,200000000,tabulation_8x255_64,fastrange64,917746527,4.588733,10
consecutive_200M_uint64,200000000,tabulation_4x255_64,branchless_fast_modulo,1076438050,5.382190,10
books_200M_uint32,199999999,tabulation_8x255_64,do_nothing,903363398,4.516817,10
gapped_1percent_200M_uint64,200000000,tabulation_8x255_64,do_nothing,900693825,4.503469,10
consecutive_200M_uint64,200000000,tabulation_8x255_64,do_nothing,900193699,4.500968,10
books_200M_uint32,199999999,tabulation_8x255_64,fastrange32,968036991,4.840185,10
gapped_1percent_200M_uint64,200000000,tabulation_8x255_64,fastrange32,946509776,4.732549,10
consecutive_200M_uint64,200000000,tabulation_8x255_64,fastrange32,944338080,4.721690,10
osm_cellids_200M_uint64,200000000,tabulation_8x255_64,modulo,2255176649,11.275883,10
books_200M_uint32,199999999,tabulation_8x255_64,fastrange64,946193551,4.730968,10
gapped_1percent_200M_uint64,200000000,tabulation_8x255_64,fastrange64,956330616,4.781653,10
consecutive_200M_uint64,200000000,tabulation_8x255_64,fastrange64,946565404,4.732827,10
osm_cellids_200M_uint64,200000000,tabulation_8x255_64,fast_modulo,982601511,4.913008,10
osm_cellids_200M_uint64,200000000,tabulation_8x255_64,branchless_fast_modulo,1025975522,5.129878,10
osm_cellids_200M_uint64,200000000,city64,do_nothing,412107930,2.060540,10
books_200M_uint32,199999999,tabulation_8x255_64,modulo,2379476205,11.897381,10
gapped_1percent_200M_uint64,200000000,tabulation_8x255_64,modulo,2391694027,11.958470,10
osm_cellids_200M_uint64,200000000,city64,fastrange32,481999815,2.409999,10
consecutive_200M_uint64,200000000,tabulation_8x255_64,modulo,2402163548,12.010818,10
