hash,min,max,std_dev,empty_buckets,empty_buckets_percent,colliding_buckets,colliding_buckets_percent,total_colliding_keys,total_colliding_keys_percent,nanoseconds_total,nanoseconds_per_key,load_factor,reducer,dataset,numelements
murmur3_128_upp,0,11,1.00004,125967819,0.472379,46229577,0.173361,105530730,0.527654,10398097000,51.9905,0.75,branchless_fast_modulo,fb_200M_uint64.ds,200000000
murmur3_128_xor,0,10,1.00013,125976694,0.472413,46230751,0.173365,105540779,0.527704,9865179000,49.3259,0.75,fastrange32,fb_200M_uint64.ds,200000000
murmur3_128_xor,0,11,1.00001,125963350,0.472363,46226146,0.173348,105522830,0.527614,10294756000,51.4738,0.75,fastrange64,fb_200M_uint64.ds,200000000
murmur3_128_xor,0,10,0.999915,125955079,0.472332,46224293,0.173341,105512706,0.527564,13450652000,67.2533,0.75,modulo,fb_200M_uint64.ds,200000000
murmur3_128_xor,0,10,0.999915,125955079,0.472332,46224293,0.173341,105512706,0.527564,10369514000,51.8476,0.75,fast_modulo,fb_200M_uint64.ds,200000000
murmur3_128_xor,0,10,0.999915,125955079,0.472332,46224293,0.173341,105512706,0.527564,10039076000,50.1954,0.75,branchless_fast_modulo,fb_200M_uint64.ds,200000000
murmur3_128_city,0,10,1.00016,125980130,0.472425,46236383,0.173386,105549847,0.527749,10372671000,51.8634,0.75,fastrange32,fb_200M_uint64.ds,200000000
murmur3_128_city,0,9,1.00001,125965871,0.472372,46229814,0.173362,105529019,0.527645,10514862000,52.5743,0.75,fastrange64,fb_200M_uint64.ds,200000000
murmur3_128_city,0,10,0.999982,125962333,0.472359,46226980,0.173351,105522647,0.527613,15283241000,76.4162,0.75,modulo,fb_200M_uint64.ds,200000000
murmur3_128_city,0,10,0.999982,125962333,0.472359,46226980,0.173351,105522647,0.527613,10793318000,53.9666,0.75,fast_modulo,fb_200M_uint64.ds,200000000
murmur3_128_city,0,10,0.999982,125962333,0.472359,46226980,0.173351,105522647,0.527613,10527188000,52.6359,0.75,branchless_fast_modulo,fb_200M_uint64.ds,200000000
murmur3_fin64,0,10,1.00009,125975794,0.472409,46234014,0.173378,105543142,0.527716,5568116000,27.8406,0.75,fastrange32,fb_200M_uint64.ds,200000000
murmur3_fin64,0,10,1.00001,125967518,0.472378,46232799,0.173373,105533651,0.527668,5876030000,29.3802,0.75,fastrange64,fb_200M_uint64.ds,200000000
murmur3_fin64,0,10,0.999951,125960082,0.47235,46226549,0.17335,105519965,0.5276,8500934000,42.5047,0.75,modulo,fb_200M_uint64.ds,200000000
murmur3_fin64,0,10,0.999951,125960082,0.47235,46226549,0.17335,105519965,0.5276,6165166000,30.8258,0.75,fast_modulo,fb_200M_uint64.ds,200000000
murmur3_fin64,0,10,0.999951,125960082,0.47235,46226549,0.17335,105519965,0.5276,5768177000,28.8409,0.75,branchless_fast_modulo,fb_200M_uint64.ds,200000000
xxh64,0,10,1.00008,125970847,0.472391,46228867,0.173358,105533048,0.527665,6304617000,31.5231,0.75,fastrange32,fb_200M_uint64.ds,200000000
xxh64,0,10,1.00005,125969252,0.472385,46231413,0.173368,105533999,0.52767,6846550000,34.2327,0.75,fastrange64,fb_200M_uint64.ds,200000000
xxh64,0,11,1,125972800,0.472398,46240982,0.173404,105547116,0.527736,9540800000,47.704,0.75,modulo,fb_200M_uint64.ds,200000000
xxh64,0,11,1,125972800,0.472398,46240982,0.173404,105547116,0.527736,8186938000,40.9347,0.75,fast_modulo,fb_200M_uint64.ds,200000000
xxh64,0,11,1,125972800,0.472398,46240982,0.173404,105547116,0.527736,7068690000,35.3434,0.75,branchless_fast_modulo,fb_200M_uint64.ds,200000000
xxh3,0,12,1,125962545,0.47236,46226731,0.17335,105522610,0.527613,6449657000,32.2483,0.75,fastrange32,fb_200M_uint64.ds,200000000
xxh3,0,10,0.999986,125966015,0.472373,46233012,0.173374,105532361,0.527662,6423280000,32.1164,0.75,fastrange64,fb_200M_uint64.ds,200000000
xxh3,0,10,1.00004,125968446,0.472382,46231156,0.173367,105532936,0.527665,9334059000,46.6703,0.75,modulo,fb_200M_uint64.ds,200000000
xxh3,0,10,1.00004,125968446,0.472382,46231156,0.173367,105532936,0.527665,7730757000,38.6538,0.75,fast_modulo,fb_200M_uint64.ds,200000000
xxh3,0,10,1.00004,125968446,0.472382,46231156,0.173367,105532936,0.527665,7021966000,35.1098,0.75,branchless_fast_modulo,fb_200M_uint64.ds,200000000
xxh3_128_low,0,11,1.00012,125973765,0.472402,46228081,0.173355,105535180,0.527676,7052500000,35.2625,0.75,fastrange32,fb_200M_uint64.ds,200000000
xxh3_128_low,0,10,0.999961,125964540,0.472367,46235490,0.173383,105533364,0.527667,7111030000,35.5552,0.75,fastrange64,fb_200M_uint64.ds,200000000
xxh3_128_low,0,10,0.999984,125964139,0.472366,46230604,0.173365,105528077,0.52764,10310631000,51.5532,0.75,modulo,fb_200M_uint64.ds,200000000
xxh3_128_low,0,10,0.999984,125964139,0.472366,46230604,0.173365,105528077,0.52764,8224270000,41.1213,0.75,fast_modulo,fb_200M_uint64.ds,200000000
xxh3_128_low,0,10,0.999984,125964139,0.472366,46230604,0.173365,105528077,0.52764,7951884000,39.7594,0.75,branchless_fast_modulo,fb_200M_uint64.ds,200000000
xxh3_128_upp,0,10,1.00013,125971586,0.472393,46223680,0.173339,105528600,0.527643,6814176000,34.0709,0.75,fastrange32,fb_200M_uint64.ds,200000000
xxh3_128_upp,0,10,0.999941,125958720,0.472345,46225578,0.173346,105517632,0.527588,7021216000,35.1061,0.75,fastrange64,fb_200M_uint64.ds,200000000
xxh3_128_upp,0,10,0.999977,125965374,0.47237,46232395,0.173371,105531103,0.527656,10402310000,52.0116,0.75,modulo,fb_200M_uint64.ds,200000000
xxh3_128_upp,0,10,0.999977,125965374,0.47237,46232395,0.173371,105531103,0.527656,8185929000,40.9296,0.75,fast_modulo,fb_200M_uint64.ds,200000000
xxh3_128_upp,0,10,0.999977,125965374,0.47237,46232395,0.173371,105531103,0.527656,7823954000,39.1198,0.75,branchless_fast_modulo,fb_200M_uint64.ds,200000000
xxh3_128_xor,0,10,1.0002,125980505,0.472427,46231085,0.173367,105544924,0.527725,6973231000,34.8662,0.75,fastrange32,fb_200M_uint64.ds,200000000
xxh3_128_xor,0,10,1.00007,125970461,0.472389,46228405,0.173357,105532200,0.527661,7037826000,35.1891,0.75,fastrange64,fb_200M_uint64.ds,200000000
xxh3_128_xor,0,10,1.00002,125966633,0.472375,46227951,0.173355,105527918,0.52764,10554429000,52.7721,0.75,modulo,fb_200M_uint64.ds,200000000
xxh3_128_xor,0,10,1.00002,125966633,0.472375,46227951,0.173355,105527918,0.52764,8245057000,41.2253,0.75,fast_modulo,fb_200M_uint64.ds,200000000
xxh3_128_xor,0,10,1.00002,125966633,0.472375,46227951,0.173355,105527918,0.52764,7985911000,39.9296,0.75,branchless_fast_modulo,fb_200M_uint64.ds,200000000
xxh3_128_city,0,10,1.00013,125979330,0.472422,46236921,0.173388,105549585,0.527748,8185877000,40.9294,0.75,fastrange32,fb_200M_uint64.ds,200000000
xxh3_128_city,0,10,1.00001,125963950,0.472365,46225087,0.173344,105522371,0.527612,8251698000,41.2585,0.75,fastrange64,fb_200M_uint64.ds,200000000
xxh3_128_city,0,10,1.00001,125967321,0.472377,46232540,0.173372,105533195,0.527666,11011997000,55.06,0.75,modulo,fb_200M_uint64.ds,200000000
xxh3_128_city,0,10,1.00001,125967321,0.472377,46232540,0.173372,105533195,0.527666,9549039000,47.7452,0.75,fast_modulo,fb_200M_uint64.ds,200000000
xxh3_128_city,0,10,1.00001,125967321,0.472377,46232540,0.173372,105533195,0.527666,8246289000,41.2314,0.75,branchless_fast_modulo,fb_200M_uint64.ds,200000000
tabulation_small64,0,706,1.19017,132325628,0.496221,45811868,0.171795,111470830,0.557354,6789756000,33.9488,0.75,fastrange32,fb_200M_uint64.ds,200000000
tabulation_small64,0,706,1.18999,132311540,0.496168,45801073,0.171754,111445947,0.55723,7224183000,36.1209,0.75,fastrange64,fb_200M_uint64.ds,200000000
tabulation_small64,0,706,1.19023,132317175,0.496189,45801461,0.171755,111451970,0.55726,9906923000,49.5346,0.75,modulo,fb_200M_uint64.ds,200000000
tabulation_small64,0,706,1.19023,132317175,0.496189,45801461,0.171755,111451970,0.55726,7130222000,35.6511,0.75,fast_modulo,fb_200M_uint64.ds,200000000
tabulation_small64,0,706,1.19023,132317175,0.496189,45801461,0.171755,111451970,0.55726,7580722000,37.9036,0.75,branchless_fast_modulo,fb_200M_uint64.ds,200000000
tabulation_large64,0,10,1.00015,125975908,0.47241,46228150,0.173356,105537392,0.527687,6989280000,34.9464,0.75,fastrange32,fb_200M_uint64.ds,200000000
tabulation_large64,0,10,1.00001,125964075,0.472365,46228183,0.173356,105525592,0.527628,9702286000,48.5114,0.75,fastrange64,fb_200M_uint64.ds,200000000
tabulation_large64,0,11,0.99997,125960318,0.472351,46227337,0.173353,105520989,0.527605,11155639000,55.7782,0.75,modulo,fb_200M_uint64.ds,200000000
tabulation_large64,0,11,0.99997,125960318,0.472351,46227337,0.173353,105520989,0.527605,7232920000,36.1646,0.75,fast_modulo,fb_200M_uint64.ds,200000000
tabulation_large64,0,11,0.99997,125960318,0.472351,46227337,0.173353,105520989,0.527605,7574558000,37.8728,0.75,branchless_fast_modulo,fb_200M_uint64.ds,200000000
city64,0,10,1.0001,125973040,0.472399,46229823,0.173362,105536197,0.527681,6219636000,31.0982,0.75,fastrange32,fb_200M_uint64.ds,200000000
city64,0,10,1.00003,125967186,0.472377,46229561,0.173361,105530081,0.52765,6628881000,33.1444,0.75,fastrange64,fb_200M_uint64.ds,200000000
city64,0,10,1.00001,125968034,0.47238,46231625,0.173369,105532993,0.527665,9289965000,46.4498,0.75,modulo,fb_200M_uint64.ds,200000000
city64,0,10,1.00001,125968034,0.47238,46231625,0.173369,105532993,0.527665,6892031000,34.4602,0.75,fast_modulo,fb_200M_uint64.ds,200000000
city64,0,10,1.00001,125968034,0.47238,46231625,0.173369,105532993,0.527665,6252520000,31.2626,0.75,branchless_fast_modulo,fb_200M_uint64.ds,200000000
city128_low,0,10,1.00013,125976459,0.472412,46231164,0.173367,105540957,0.527705,8383500000,41.9175,0.75,fastrange32,fb_200M_uint64.ds,200000000
city128_low,0,10,1.00001,125961558,0.472356,46226099,0.173348,105520991,0.527605,9643779000,48.2189,0.75,fastrange64,fb_200M_uint64.ds,200000000
city128_low,0,11,0.99998,125959802,0.472349,46223270,0.173337,105516406,0.527582,13030079000,65.1504,0.75,modulo,fb_200M_uint64.ds,200000000
city128_low,0,11,0.99998,125959802,0.472349,46223270,0.173337,105516406,0.527582,10318499000,51.5925,0.75,fast_modulo,fb_200M_uint64.ds,200000000
city128_low,0,11,0.99998,125959802,0.472349,46223270,0.173337,105516406,0.527582,10168834000,50.8442,0.75,branchless_fast_modulo,fb_200M_uint64.ds,200000000
city128_upp,0,11,1.00018,125982341,0.472434,46236196,0.173386,105551871,0.527759,10115108000,50.5755,0.75,fastrange32,fb_200M_uint64.ds,200000000
city128_upp,0,10,0.999989,125957942,0.472342,46220782,0.173328,105512058,0.52756,10387449000,51.9372,0.75,fastrange64,fb_200M_uint64.ds,200000000
city128_upp,0,10,0.999949,125957268,0.47234,46225816,0.173347,105516418,0.527582,14595310000,72.9766,0.75,modulo,fb_200M_uint64.ds,200000000
city128_upp,0,10,0.999949,125957268,0.47234,46225816,0.173347,105516418,0.527582,10743997000,53.72,0.75,fast_modulo,fb_200M_uint64.ds,200000000
city128_upp,0,10,0.999949,125957268,0.47234,46225816,0.173347,105516418,0.527582,10529517000,52.6476,0.75,branchless_fast_modulo,fb_200M_uint64.ds,200000000
city128_xor,0,11,1.00015,125978853,0.472421,46234246,0.173378,105546433,0.527732,10213909000,51.0695,0.75,fastrange32,fb_200M_uint64.ds,200000000
city128_xor,0,10,1.00002,125969442,0.472385,46234231,0.173378,105537007,0.527685,10328777000,51.6439,0.75,fastrange64,fb_200M_uint64.ds,200000000
city128_xor,0,10,0.999922,125955825,0.472334,46224692,0.173343,105513851,0.527569,14934373000,74.6719,0.75,modulo,fb_200M_uint64.ds,200000000
city128_xor,0,10,0.999922,125955825,0.472334,46224692,0.173343,105513851,0.527569,10663484000,53.3174,0.75,fast_modulo,fb_200M_uint64.ds,200000000
city128_xor,0,10,0.999922,125955825,0.472334,46224692,0.173343,105513851,0.527569,10530723000,52.6536,0.75,branchless_fast_modulo,fb_200M_uint64.ds,200000000
city128_city,0,10,1.0002,125985172,0.472444,46236611,0.173387,105555117,0.527776,10824960000,54.1248,0.75,fastrange32,fb_200M_uint64.ds,200000000
city128_city,0,10,1,125961878,0.472357,46225517,0.173346,105520729,0.527604,10906835000,54.5342,0.75,fastrange64,fb_200M_uint64.ds,200000000
city128_city,0,11,1.00001,125968369,0.472381,46232604,0.173372,105534307,0.527672,15489581000,77.4479,0.75,modulo,fb_200M_uint64.ds,200000000
city128_city,0,11,1.00001,125968369,0.472381,46232604,0.173372,105534307,0.527672,13221711000,66.1086,0.75,fast_modulo,fb_200M_uint64.ds,200000000
city128_city,0,11,1.00001,125968369,0.472381,46232604,0.173372,105534307,0.527672,12706816000,63.5341,0.75,branchless_fast_modulo,fb_200M_uint64.ds,200000000
meow64_low,0,10,1.00015,125974673,0.472405,46228055,0.173355,105536062,0.52768,31593936000,157.97,0.75,fastrange32,fb_200M_uint64.ds,200000000
meow64_low,0,10,0.999909,125957724,0.472341,46229899,0.173362,105520957,0.527605,31745748000,158.729,0.75,fastrange64,fb_200M_uint64.ds,200000000
meow64_low,0,10,1.00001,125962721,0.47236,46226059,0.173348,105522114,0.527611,32990534000,164.953,0.75,modulo,fb_200M_uint64.ds,200000000
meow64_low,0,10,1.00001,125962721,0.47236,46226059,0.173348,105522114,0.527611,32066974000,160.335,0.75,fast_modulo,fb_200M_uint64.ds,200000000
meow64_low,0,10,1.00001,125962721,0.47236,46226059,0.173348,105522114,0.527611,32045481000,160.227,0.75,branchless_fast_modulo,fb_200M_uint64.ds,200000000
meow64_upp,0,10,1.00021,125985206,0.472445,46236910,0.173388,105555450,0.527777,31666342000,158.332,0.75,fastrange32,fb_200M_uint64.ds,200000000
meow64_upp,0,11,0.999991,125963483,0.472363,46228688,0.173358,105525505,0.527628,31748154000,158.741,0.75,fastrange64,fb_200M_uint64.ds,200000000
meow64_upp,0,11,0.999976,125962609,0.47236,46228052,0.173355,105523995,0.52762,32701667000,163.508,0.75,modulo,fb_200M_uint64.ds,200000000
meow64_upp,0,11,0.999976,125962609,0.47236,46228052,0.173355,105523995,0.52762,31913485000,159.567,0.75,fast_modulo,fb_200M_uint64.ds,200000000
meow64_upp,0,11,0.999976,125962609,0.47236,46228052,0.173355,105523995,0.52762,31845347000,159.227,0.75,branchless_fast_modulo,fb_200M_uint64.ds,200000000
uniform_random,0,5,0.948685,236195981,0.59049,32583274,0.0814582,68779255,0.343896,15904759000,79.5238,0.5,do_nothing,fb_200M_uint64.ds,200000000
mult64,0,8,0.999106,242509122,0.606273,36036919,0.0900923,78546041,0.39273,8170361000,40.8518,0.5,fastrange32,fb_200M_uint64.ds,200000000
mult64,0,9,0.998709,242455165,0.606138,36001640,0.0900041,78456805,0.392284,6549393000,32.747,0.5,fastrange64,fb_200M_uint64.ds,200000000
mult64,0,9,0.998809,242465097,0.606163,36004231,0.0900106,78469328,0.392347,8356032000,41.7802,0.5,modulo,fb_200M_uint64.ds,200000000
mult64,0,9,0.998809,242465097,0.606163,36004231,0.0900106,78469328,0.392347,7200151000,36.0008,0.5,fast_modulo,fb_200M_uint64.ds,200000000
mult64,0,9,0.998809,242465097,0.606163,36004231,0.0900106,78469328,0.392347,6279010000,31.3951,0.5,branchless_fast_modulo,fb_200M_uint64.ds,200000000
fibo64,0,8,0.999139,242508372,0.606271,36030118,0.0900753,78538490,0.392692,7799982000,38.9999,0.5,fastrange32,fb_200M_uint64.ds,200000000
fibo64,0,8,0.999491,242549003,0.606373,36048766,0.0901219,78597769,0.392989,6547883000,32.7394,0.5,fastrange64,fb_200M_uint64.ds,200000000
fibo64,0,9,0.99873,242460170,0.60615,36007982,0.09002,78468152,0.392341,8249677000,41.2484,0.5,modulo,fb_200M_uint64.ds,200000000
fibo64,0,9,0.99873,242460170,0.60615,36007982,0.09002,78468152,0.392341,7010011000,35.0501,0.5,fast_modulo,fb_200M_uint64.ds,200000000
fibo64,0,9,0.99873,242460170,0.60615,36007982,0.09002,78468152,0.392341,6208533000,31.0427,0.5,branchless_fast_modulo,fb_200M_uint64.ds,200000000
fibo_prime64,0,8,0.999139,242508372,0.606271,36030118,0.0900753,78538490,0.392692,7818620000,39.0931,0.5,fastrange32,fb_200M_uint64.ds,200000000
fibo_prime64,0,8,0.999491,242549003,0.606373,36048766,0.0901219,78597769,0.392989,6467300000,32.3365,0.5,fastrange64,fb_200M_uint64.ds,200000000
fibo_prime64,0,9,0.99873,242460170,0.60615,36007982,0.09002,78468152,0.392341,8042192000,40.211,0.5,modulo,fb_200M_uint64.ds,200000000
fibo_prime64,0,9,0.99873,242460170,0.60615,36007982,0.09002,78468152,0.392341,6996828000,34.9841,0.5,fast_modulo,fb_200M_uint64.ds,200000000
fibo_prime64,0,9,0.99873,242460170,0.60615,36007982,0.09002,78468152,0.392341,6192818000,30.9641,0.5,branchless_fast_modulo,fb_200M_uint64.ds,200000000
multadd64,0,9,0.999109,242504578,0.606261,36028262,0.0900707,78532840,0.392664,6720428000,33.6021,0.5,fastrange32,fb_200M_uint64.ds,200000000
multadd64,0,9,0.998853,242474447,0.606186,36013149,0.0900329,78487596,0.392438,6690817000,33.4541,0.5,fastrange64,fb_200M_uint64.ds,200000000
multadd64,0,9,0.998767,242465005,0.606163,36011343,0.0900284,78476348,0.392382,9355746000,46.7787,0.5,modulo,fb_200M_uint64.ds,200000000
multadd64,0,9,0.998767,242465005,0.606163,36011343,0.0900284,78476348,0.392382,6517074000,32.5854,0.5,fast_modulo,fb_200M_uint64.ds,200000000
multadd64,0,9,0.998767,242465005,0.606163,36011343,0.0900284,78476348,0.392382,6773667000,33.8683,0.5,branchless_fast_modulo,fb_200M_uint64.ds,200000000
mult64_shift61,0,8,0.999166,242512523,0.606281,36032304,0.0900808,78544827,0.392724,7722715000,38.6136,0.5,fastrange32,fb_200M_uint64.ds,200000000
mult64_shift61,0,19,2.12079,350911513,0.877279,45436349,0.113591,196347862,0.981739,4690061000,23.4503,0.5,fastrange64,fb_200M_uint64.ds,200000000
mult64_shift61,0,9,0.998722,242455598,0.606139,36001757,0.0900044,78457355,0.392287,8802014000,44.0101,0.5,modulo,fb_200M_uint64.ds,200000000
mult64_shift61,0,9,0.998722,242455598,0.606139,36001757,0.0900044,78457355,0.392287,6971038000,34.8552,0.5,fast_modulo,fb_200M_uint64.ds,200000000
mult64_shift61,0,9,0.998722,242455598,0.606139,36001757,0.0900044,78457355,0.392287,6287283000,31.4364,0.5,branchless_fast_modulo,fb_200M_uint64.ds,200000000
fibo64_shift61,0,9,0.999425,242542051,0.606355,36046014,0.090115,78588065,0.39294,7552787000,37.7639,0.5,fastrange32,fb_200M_uint64.ds,200000000
fibo64_shift61,0,19,2.12083,350911209,0.877278,45432779,0.113582,196343988,0.98172,4508877000,22.5444,0.5,fastrange64,fb_200M_uint64.ds,200000000
fibo64_shift61,0,9,0.998868,242475433,0.606189,36013992,0.090035,78489425,0.392447,8797445000,43.9872,0.5,modulo,fb_200M_uint64.ds,200000000
fibo64_shift61,0,9,0.998868,242475433,0.606189,36013992,0.090035,78489425,0.392447,6824636000,34.1232,0.5,fast_modulo,fb_200M_uint64.ds,200000000
fibo64_shift61,0,9,0.998868,242475433,0.606189,36013992,0.090035,78489425,0.392447,6248862000,31.2443,0.5,branchless_fast_modulo,fb_200M_uint64.ds,200000000
fibo_prime64_shift61,0,9,0.999425,242542051,0.606355,36046014,0.090115,78588065,0.39294,7115989000,35.5799,0.5,fastrange32,fb_200M_uint64.ds,200000000
fibo_prime64_shift61,0,19,2.12083,350911209,0.877278,45432779,0.113582,196343988,0.98172,4532914000,22.6646,0.5,fastrange64,fb_200M_uint64.ds,200000000
fibo_prime64_shift61,0,9,0.998868,242475433,0.606189,36013992,0.090035,78489425,0.392447,8723521000,43.6176,0.5,modulo,fb_200M_uint64.ds,200000000
fibo_prime64_shift61,0,9,0.998868,242475433,0.606189,36013992,0.090035,78489425,0.392447,6711558000,33.5578,0.5,fast_modulo,fb_200M_uint64.ds,200000000
fibo_prime64_shift61,0,9,0.998868,242475433,0.606189,36013992,0.090035,78489425,0.392447,6232765000,31.1638,0.5,branchless_fast_modulo,fb_200M_uint64.ds,200000000
multadd64_shift61,0,8,0.999176,242515229,0.606288,36036761,0.0900919,78551990,0.39276,7114360000,35.5718,0.5,fastrange32,fb_200M_uint64.ds,200000000
multadd64_shift61,0,19,2.12069,350911103,0.877278,45433714,0.113584,196344817,0.981724,5745107000,28.7255,0.5,fastrange64,fb_200M_uint64.ds,200000000
multadd64_shift61,0,9,0.998767,242461997,0.606155,36004817,0.090012,78466814,0.392334,10807497000,54.0375,0.5,modulo,fb_200M_uint64.ds,200000000
multadd64_shift61,0,9,0.998767,242461997,0.606155,36004817,0.090012,78466814,0.392334,7570949000,37.8547,0.5,fast_modulo,fb_200M_uint64.ds,200000000
multadd64_shift61,0,9,0.998767,242461997,0.606155,36004817,0.090012,78466814,0.392334,7711783000,38.5589,0.5,branchless_fast_modulo,fb_200M_uint64.ds,200000000
murmur3_128_low,0,9,1.0005,242673501,0.606684,36112427,0.0902811,78785928,0.39393,10925357000,54.6268,0.5,fastrange32,fb_200M_uint64.ds,200000000
murmur3_128_low,0,9,1,242612288,0.606531,36081436,0.0902036,78693724,0.393469,11377603000,56.888,0.5,fastrange64,fb_200M_uint64.ds,200000000
murmur3_128_low,0,8,1.00003,242613531,0.606534,36078295,0.0901957,78691826,0.393459,14831038000,74.1552,0.5,modulo,fb_200M_uint64.ds,200000000
murmur3_128_low,0,8,1.00003,242613531,0.606534,36078295,0.0901957,78691826,0.393459,11144087000,55.7204,0.5,fast_modulo,fb_200M_uint64.ds,200000000
murmur3_128_low,0,8,1.00003,242613531,0.606534,36078295,0.0901957,78691826,0.393459,11200062000,56.0003,0.5,branchless_fast_modulo,fb_200M_uint64.ds,200000000
murmur3_128_upp,0,8,1.0004,242660374,0.606651,36105070,0.0902627,78765444,0.393827,11246253000,56.2313,0.5,fastrange32,fb_200M_uint64.ds,200000000
murmur3_128_upp,0,9,0.999955,242603735,0.606509,36073561,0.0901839,78677296,0.393386,11358404000,56.792,0.5,fastrange64,fb_200M_uint64.ds,200000000
murmur3_128_upp,0,9,1.00003,242614048,0.606535,36080085,0.0902002,78694133,0.393471,14688905000,73.4445,0.5,modulo,fb_200M_uint64.ds,200000000
murmur3_128_upp,0,9,1.00003,242614048,0.606535,36080085,0.0902002,78694133,0.393471,11146853000,55.7343,0.5,fast_modulo,fb_200M_uint64.ds,200000000
murmur3_128_upp,0,9,1.00003,242614048,0.606535,36080085,0.0902002,78694133,0.393471,11591484000,57.9574,0.5,branchless_fast_modulo,fb_200M_uint64.ds,200000000
murmur3_128_xor,0,8,1.00043,242665763,0.606664,36109851,0.0902746,78775614,0.393878,11082990000,55.4149,0.5,fastrange32,fb_200M_uint64.ds,200000000
murmur3_128_xor,0,9,0.999995,242611103,0.606528,36079853,0.0901996,78690956,0.393455,11440660000,57.2033,0.5,fastrange64,fb_200M_uint64.ds,200000000
murmur3_128_xor,0,9,1.00003,242613540,0.606534,36079359,0.0901984,78692899,0.393464,14853453000,74.2673,0.5,modulo,fb_200M_uint64.ds,200000000
murmur3_128_xor,0,9,1.00003,242613540,0.606534,36079359,0.0901984,78692899,0.393464,11206984000,56.0349,0.5,fast_modulo,fb_200M_uint64.ds,200000000
murmur3_128_xor,0,9,1.00003,242613540,0.606534,36079359,0.0901984,78692899,0.393464,11195963000,55.9798,0.5,branchless_fast_modulo,fb_200M_uint64.ds,200000000
murmur3_128_city,0,9,1.00045,242668137,0.60667,36111440,0.0902786,78779577,0.393898,11798590000,58.9929,0.5,fastrange32,fb_200M_uint64.ds,200000000
murmur3_128_city,0,9,0.999972,242608709,0.606522,36079636,0.0901991,78688345,0.393442,11694111000,58.4706,0.5,fastrange64,fb_200M_uint64.ds,200000000
murmur3_128_city,0,9,0.999947,242606200,0.606515,36079023,0.0901976,78685223,0.393426,16560263000,82.8013,0.5,modulo,fb_200M_uint64.ds,200000000
murmur3_128_city,0,9,0.999947,242606200,0.606515,36079023,0.0901976,78685223,0.393426,11992461000,59.9623,0.5,fast_modulo,fb_200M_uint64.ds,200000000
murmur3_128_city,0,9,0.999947,242606200,0.606515,36079023,0.0901976,78685223,0.393426,11599935000,57.9997,0.5,branchless_fast_modulo,fb_200M_uint64.ds,200000000
murmur3_fin64,0,8,1.00039,242660613,0.606652,36107645,0.0902691,78768258,0.393841,6563672000,32.8184,0.5,fastrange32,fb_200M_uint64.ds,200000000
murmur3_fin64,0,9,0.999959,242606775,0.606517,36077063,0.0901927,78683838,0.393419,6802606000,34.013,0.5,fastrange64,fb_200M_uint64.ds,200000000
murmur3_fin64,0,8,0.999952,242606366,0.606516,36077731,0.0901943,78684097,0.39342,9561302000,47.8065,0.5,modulo,fb_200M_uint64.ds,200000000
murmur3_fin64,0,8,0.999952,242606366,0.606516,36077731,0.0901943,78684097,0.39342,6782126000,33.9106,0.5,fast_modulo,fb_200M_uint64.ds,200000000
murmur3_fin64,0,8,0.999952,242606366,0.606516,36077731,0.0901943,78684097,0.39342,6855564000,34.2778,0.5,branchless_fast_modulo,fb_200M_uint64.ds,200000000
xxh64,0,9,1.00041,242664629,0.606662,36111447,0.0902786,78776076,0.39388,7344965000,36.7248,0.5,fastrange32,fb_200M_uint64.ds,200000000
xxh64,0,9,1.00004,242618874,0.606547,36086498,0.0902162,78705372,0.393527,7823915000,39.1196,0.5,fastrange64,fb_200M_uint64.ds,200000000
xxh64,0,9,1.00004,242616766,0.606542,36084202,0.0902105,78700968,0.393505,10836022000,54.1801,0.5,modulo,fb_200M_uint64.ds,200000000
xxh64,0,9,1.00004,242616766,0.606542,36084202,0.0902105,78700968,0.393505,8261325000,41.3066,0.5,fast_modulo,fb_200M_uint64.ds,200000000
xxh64,0,9,1.00004,242616766,0.606542,36084202,0.0902105,78700968,0.393505,8150010000,40.7501,0.5,branchless_fast_modulo,fb_200M_uint64.ds,200000000
xxh3,0,9,1.00036,242656660,0.606642,36106009,0.090265,78762669,0.393813,7541806000,37.709,0.5,fastrange32,fb_200M_uint64.ds,200000000
xxh3,0,9,0.999997,242611164,0.606528,36079051,0.0901976,78690215,0.393451,7522788000,37.6139,0.5,fastrange64,fb_200M_uint64.ds,200000000
xxh3,0,9,1.00004,242619415,0.606549,36087822,0.0902196,78707237,0.393536,10556044000,52.7802,0.5,modulo,fb_200M_uint64.ds,200000000
xxh3,0,9,1.00004,242619415,0.606549,36087822,0.0902196,78707237,0.393536,8409474000,42.0474,0.5,fast_modulo,fb_200M_uint64.ds,200000000
xxh3,0,9,1.00004,242619415,0.606549,36087822,0.0902196,78707237,0.393536,8332695000,41.6635,0.5,branchless_fast_modulo,fb_200M_uint64.ds,200000000
xxh3_128_low,0,8,1.00041,242662200,0.606656,36106651,0.0902666,78768851,0.393844,8391503000,41.9575,0.5,fastrange32,fb_200M_uint64.ds,200000000
xxh3_128_low,0,9,1.00004,242617929,0.606545,36086386,0.090216,78704315,0.393522,8392253000,41.9613,0.5,fastrange64,fb_200M_uint64.ds,200000000
xxh3_128_low,0,8,1.00007,242621372,0.606553,36086901,0.0902173,78708273,0.393541,11587823000,57.9391,0.5,modulo,fb_200M_uint64.ds,200000000
