dataset,numelements,load_factor,sample_size,bucket_size,hashtable,model,reducer,payload,insert_nanoseconds_total,insert_nanoseconds_per_key,avg_lookup_nanoseconds_total,avg_lookup_nanoseconds_per_key,median_lookup_nanoseconds_total,median_lookup_nanoseconds_per_key,unsuccessful_lookup_percent,primary_key_ratio,empty_buckets,min_chain_length,max_chain_length,additional_buckets,empty_additional_slots,min_psl,max_psl,total_psl
wiki_ts_200M_uint64,90437011,0.800000,,4,chained,pgm_hash_eps128_epsrec0,clamp,16,8693614178,96.128942,19787292621,218.796402,19849944127,219.489166,0.000000,,28816225,0,2862,5566590,16059387,,,
wiki_ts_200M_uint64,90437011,0.800000,,4,chained,pgm_hash_eps128_epsrec0,clamp,64,10895458633,120.475660,22971196735,254.002167,22884750366,253.046293,0.000000,,28816225,0,2862,5566590,16059387,,,
wiki_ts_200M_uint64,90437011,0.800000,,1,chained,pgm_hash_eps128_epsrec4,clamp,16,11120181454,122.960515,21520102909,237.956813,21556872433,238.363389,0.000000,,28816225,0,11445,6206973,0,,,
wiki_ts_200M_uint64,90437011,0.800000,,1,chained,pgm_hash_eps128_epsrec4,clamp,64,12656285901,139.945867,25289212362,279.633439,25168251904,278.295928,0.000000,,28816225,0,11445,6206973,0,,,
wiki_ts_200M_uint64,90437011,0.800000,,4,chained,pgm_hash_eps128_epsrec4,clamp,16,9499551256,105.040527,20458995036,226.223698,20496983706,226.643754,0.000000,,28816225,0,2862,5566590,16059387,,,
wiki_ts_200M_uint64,90437011,0.800000,,4,chained,pgm_hash_eps128_epsrec4,clamp,64,11493767137,127.091409,23652393990,261.534451,23581874416,260.754686,0.000000,,28816225,0,2862,5566590,16059387,,,
fb_200M_uint64,200000000,1.333333,,1,chained,radix_spline_err32_rbits18,clamp,16,257803034664,1289.015173,272258565320,1361.292827,272195889609,1360.979448,0.000000,,102024367,0,225,152024366,0,,,
fb_200M_uint64,200000000,1.333333,,1,chained,radix_spline_err32_rbits18,clamp,64,314415830405,1572.079152,325962060739,1629.810304,325931720677,1629.658603,0.000000,,102024367,0,225,152024366,0,,,
fb_200M_uint64,200000000,1.333333,,4,chained,radix_spline_err32_rbits18,clamp,16,111223497890,556.117489,127192828637,635.964143,127321299167,636.606496,0.000000,,102024367,0,57,49135380,44517154,,,
fb_200M_uint64,200000000,1.333333,,4,chained,radix_spline_err32_rbits18,clamp,64,141878180335,709.390902,158956669131,794.783346,158926264072,794.631320,0.000000,,102024367,0,57,49135380,44517154,,,
fb_200M_uint64,200000000,1.333333,,1,chained,pgm_hash_eps128_epsrec0,clamp,16,252167324986,1260.836625,269328921157,1346.644606,269349217687,1346.746088,0.000000,,102353651,0,200,152353650,0,,,
fb_200M_uint64,200000000,1.333333,,1,chained,pgm_hash_eps128_epsrec0,clamp,64,297382239946,1486.911200,318625881093,1593.129405,318619686793,1593.098434,0.000000,,102353651,0,200,152353650,0,,,
fb_200M_uint64,200000000,1.333333,,4,chained,pgm_hash_eps128_epsrec0,clamp,16,104141741765,520.708709,123610849675,618.054248,122586329765,612.931649,0.000000,,102353651,0,50,49169929,44326066,,,
fb_200M_uint64,200000000,1.333333,,4,chained,pgm_hash_eps128_epsrec0,clamp,64,137634392110,688.171961,167039596953,835.197985,169273400758,846.367004,0.000000,,102353651,0,50,49169929,44326066,,,
fb_200M_uint64,200000000,1.333333,,1,chained,pgm_hash_eps128_epsrec4,clamp,16,249008097519,1245.040488,266484857201,1332.424286,266530726147,1332.653631,0.000000,,102353651,0,200,152353650,0,,,
fb_200M_uint64,200000000,1.333333,,1,chained,pgm_hash_eps128_epsrec4,clamp,64,296700777903,1483.503890,326247092157,1631.235461,322852591027,1614.262955,0.000000,,102353651,0,200,152353650,0,,,
consecutive_200M_uint64,200000000,1.333333,,1,chained,radix_spline_err80_rbits20,clamp,16,24475686808,122.378434,48541345824,242.706729,46523252630,232.616263,0.000000,,74,0,1,50000074,0,,,
consecutive_200M_uint64,200000000,1.333333,,1,chained,radix_spline_err80_rbits20,clamp,64,31311472389,156.557362,55449812396,277.249062,55441855876,277.209279,0.000000,,74,0,1,50000074,0,,,
consecutive_200M_uint64,200000000,1.333333,,4,chained,radix_spline_err80_rbits20,clamp,16,23878738285,119.393691,46890611744,234.453059,46883100946,234.415505,0.000000,,74,0,1,50000074,150000222,,,
consecutive_200M_uint64,200000000,1.333333,,4,chained,radix_spline_err80_rbits20,clamp,64,36403599768,182.017999,58064436144,290.322181,57952586806,289.762934,0.000000,,74,0,1,50000074,150000222,,,
consecutive_200M_uint64,200000000,1.000000,,1,chained,radix_spline_err80_rbits20,clamp,16,21841980316,109.209902,40975661399,204.878307,40976507745,204.882539,0.000000,,883425,0,1,883425,0,,,
consecutive_200M_uint64,200000000,1.000000,,1,chained,radix_spline_err80_rbits20,clamp,64,31748202505,158.741013,50972207131,254.861036,50996155196,254.980776,0.000000,,883425,0,1,883425,0,,,
consecutive_200M_uint64,200000000,1.000000,,4,chained,radix_spline_err80_rbits20,clamp,16,21756824440,108.784122,41163183696,205.815918,41175949361,205.879747,0.000000,,883425,0,1,883425,2650275,,,
consecutive_200M_uint64,200000000,1.000000,,4,chained,radix_spline_err80_rbits20,clamp,64,31793641630,158.968208,52042702396,260.213512,52048529098,260.242645,0.000000,,883425,0,1,883425,2650275,,,
consecutive_200M_uint64,200000000,0.800000,,1,chained,radix_spline_err80_rbits20,clamp,16,21679063745,108.395319,41116332058,205.581660,41111323357,205.556617,0.000000,,50000000,0,0,0,0,,,
consecutive_200M_uint64,200000000,0.800000,,1,chained,radix_spline_err80_rbits20,clamp,64,32283607438,161.418037,51272728105,256.363641,51270697558,256.353488,0.000000,,50000000,0,0,0,0,,,
consecutive_200M_uint64,200000000,0.800000,,4,chained,radix_spline_err80_rbits20,clamp,16,21689401574,108.447008,40962873577,204.814368,40844427794,204.222139,0.000000,,50000000,0,0,0,0,,,
consecutive_200M_uint64,200000000,0.800000,,4,chained,radix_spline_err80_rbits20,clamp,64,31813150381,159.065752,52753589962,263.767950,52753057270,263.765286,0.000000,,50000000,0,0,0,0,,,
wiki_ts_200M_uint64,90437011,1.333333,,1,chained,radix_spline_err40_rbits24,clamp,16,18996758446,210.055134,25293995225,279.686325,25299439266,279.746522,0.000000,,7482222,0,35,30091475,0,,,
wiki_ts_200M_uint64,90437011,1.333333,,1,chained,radix_spline_err40_rbits24,clamp,64,21836209687,241.452138,29098425581,321.753508,29085277202,321.608121,0.000000,,7482222,0,35,30091475,0,,,
wiki_ts_200M_uint64,90437011,1.333333,,4,chained,radix_spline_err40_rbits24,clamp,16,18833072090,208.245185,25787471068,285.142894,25789494575,285.165269,0.000000,,7482222,0,9,27867176,81377229,,,
wiki_ts_200M_uint64,90437011,1.333333,,4,chained,radix_spline_err40_rbits24,clamp,64,23004095214,254.365939,30144209948,333.317185,30136584278,333.232865,0.000000,,7482222,0,9,27867176,81377229,,,
wiki_ts_200M_uint64,90437011,1.000000,,1,chained,radix_spline_err40_rbits24,clamp,16,18459490342,204.114335,23948541968,264.809083,23951913882,264.846368,0.000000,,15181204,0,35,15181204,0,,,
wiki_ts_200M_uint64,90437011,1.000000,,1,chained,radix_spline_err40_rbits24,clamp,64,21971221194,242.945017,28378203438,313.789710,28375744587,313.762521,0.000000,,15181204,0,35,15181204,0,,,
wiki_ts_200M_uint64,90437011,1.000000,,4,chained,radix_spline_err40_rbits24,clamp,16,18351079868,202.915595,24115962339,266.660321,24105930673,266.549396,0.000000,,15181204,0,9,14171701,41505600,,,
wiki_ts_200M_uint64,90437011,1.000000,,4,chained,radix_spline_err40_rbits24,clamp,64,22191196625,245.377378,29065709666,321.391755,29060842666,321.337938,0.000000,,15181204,0,9,14171701,41505600,,,
wiki_ts_200M_uint64,90437011,0.800000,,1,chained,radix_spline_err40_rbits24,clamp,16,18130136266,200.472529,22896278369,253.173763,22894646970,253.155724,0.000000,,28147884,0,30,5538632,0,,,
wiki_ts_200M_uint64,90437011,0.800000,,1,chained,radix_spline_err40_rbits24,clamp,64,22249471577,246.021749,27677496698,306.041701,27651151600,305.750392,0.000000,,28147884,0,30,5538632,0,,,
wiki_ts_200M_uint64,90437011,0.800000,,4,chained,radix_spline_err40_rbits24,clamp,16,18148194849,200.672210,23084207103,255.251770,23084778859,255.258092,0.000000,,28147884,0,8,4971684,14348104,,,
wiki_ts_200M_uint64,90437011,0.800000,,4,chained,radix_spline_err40_rbits24,clamp,64,22303159008,246.615393,28508108679,315.226127,28509969818,315.246706,0.000000,,28147884,0,8,4971684,14348104,,,
fb_200M_uint64,200000000,1.333333,,1,chained,radix_spline_err160_rbits20,clamp,16,235963472115,1179.817361,249788986840,1248.944934,249784083901,1248.920420,0.000000,,102283561,0,205,152283560,0,,,
fb_200M_uint64,200000000,1.333333,,1,chained,radix_spline_err160_rbits20,clamp,64,280194789994,1400.973950,295446633520,1477.233168,288279939403,1441.399697,0.000000,,102283561,0,205,152283560,0,,,
fb_200M_uint64,200000000,1.333333,,4,chained,radix_spline_err160_rbits20,clamp,16,100721534280,503.607671,116725040135,583.625201,116442277319,582.211387,0.000000,,102283561,0,52,49144906,44296064,,,
fb_200M_uint64,200000000,1.333333,,4,chained,radix_spline_err160_rbits20,clamp,64,120293400923,601.467005,139220883198,696.104416,139213076404,696.065382,0.000000,,102283561,0,52,49144906,44296064,,,
fb_200M_uint64,200000000,1.000000,,1,chained,radix_spline_err160_rbits20,clamp,16,198348062827,991.740314,216363294196,1081.816471,216355376640,1081.776883,0.000000,,145462091,0,161,145462090,0,,,
fb_200M_uint64,200000000,1.000000,,1,chained,radix_spline_err160_rbits20,clamp,64,224113404356,1120.567022,246805797794,1234.028989,246804396571,1234.021983,0.000000,,145462091,0,161,145462090,0,,,
fb_200M_uint64,200000000,1.000000,,4,chained,radix_spline_err160_rbits20,clamp,16,89099148980,445.495745,105501752562,527.508763,105483507933,527.417540,0.000000,,145462091,0,41,48347805,47929130,,,
fb_200M_uint64,200000000,1.000000,,4,chained,radix_spline_err160_rbits20,clamp,64,108544364059,542.721820,126378384466,631.891922,126228209487,631.141047,0.000000,,145462091,0,41,48347805,47929130,,,
fb_200M_uint64,200000000,0.800000,,1,chained,radix_spline_err160_rbits20,clamp,16,173452227895,867.261139,191412663316,957.063317,191369026108,956.845131,0.000000,,189876177,0,140,139876176,0,,,
fb_200M_uint64,200000000,0.800000,,1,chained,radix_spline_err160_rbits20,clamp,64,198932459049,994.662295,216475071174,1082.375356,216466793565,1082.333968,0.000000,,189876177,0,140,139876176,0,,,
fb_200M_uint64,200000000,0.800000,,4,chained,radix_spline_err160_rbits20,clamp,16,81683175876,408.415879,98527885896,492.639429,98461710965,492.308555,0.000000,,189876177,0,35,47613998,50579816,,,
fb_200M_uint64,200000000,0.800000,,4,chained,radix_spline_err160_rbits20,clamp,64,99101342895,495.506714,118371960216,591.859801,118371449544,591.857248,0.000000,,189876177,0,35,47613998,50579816,,,
gapped_1percent_200M_uint64,200000000,1.333333,,1,chained,radix_spline_err80_rbits20,clamp,16,22280487092,111.402435,44706188194,223.530941,44630310995,223.151555,0.000000,,986169,0,1,50986169,0,,,
gapped_1percent_200M_uint64,200000000,1.333333,,1,chained,radix_spline_err80_rbits20,clamp,64,29401463495,147.007317,54389357411,271.946787,54382086662,271.910433,0.000000,,986169,0,1,50986169,0,,,
gapped_1percent_200M_uint64,200000000,1.333333,,4,chained,radix_spline_err80_rbits20,clamp,16,23109898604,115.549493,45537020287,227.685101,45357754431,226.788772,0.000000,,986169,0,1,50986169,152958507,,,
gapped_1percent_200M_uint64,200000000,1.333333,,4,chained,radix_spline_err80_rbits20,clamp,64,33454978711,167.274894,59859262207,299.296311,59762238200,298.811191,0.000000,,986169,0,1,50986169,152958507,,,
gapped_1percent_200M_uint64,200000000,1.000000,,1,chained,radix_spline_err80_rbits20,clamp,16,21486669737,107.433349,41210296203,206.051481,40660975248,203.304876,0.000000,,2196010,0,1,2196010,0,,,
gapped_1percent_200M_uint64,200000000,1.000000,,1,chained,radix_spline_err80_rbits20,clamp,64,31481077510,157.405388,52268563802,261.342819,52184564824,260.922824,0.000000,,2196010,0,1,2196010,0,,,
gapped_1percent_200M_uint64,200000000,1.000000,,4,chained,radix_spline_err80_rbits20,clamp,16,23198472243,115.992361,42495898186,212.479491,40350658056,201.753290,0.000000,,2196010,0,1,2196010,6588030,,,
gapped_1percent_200M_uint64,200000000,1.000000,,4,chained,radix_spline_err80_rbits20,clamp,64,31360206294,156.801031,52466270974,262.331355,52457064145,262.285321,0.000000,,2196010,0,1,2196010,6588030,,,
gapped_1percent_200M_uint64,200000000,0.800000,,1,chained,radix_spline_err80_rbits20,clamp,16,22162874697,110.814373,43760306738,218.801534,42110758325,210.553792,0.000000,,50000000,0,0,0,0,,,
gapped_1percent_200M_uint64,200000000,0.800000,,1,chained,radix_spline_err80_rbits20,clamp,64,33818828252,169.094141,54755220726,273.776104,54654566406,273.272832,0.000000,,50000000,0,0,0,0,,,
gapped_1percent_200M_uint64,200000000,0.800000,,4,chained,radix_spline_err80_rbits20,clamp,16,24136671107,120.683356,42597530692,212.987653,41725432225,208.627161,0.000000,,50000000,0,0,0,0,,,
gapped_1percent_200M_uint64,200000000,0.800000,,4,chained,radix_spline_err80_rbits20,clamp,64,32341756428,161.708782,53711608961,268.558045,53707403738,268.537019,0.000000,,50000000,0,0,0,0,,,
gapped_10percent_200M_uint64,200000000,1.333333,,1,chained,radix_spline_err80_rbits20,clamp,16,24074014719,120.370074,45647283695,228.236418,45650113900,228.250570,0.000000,,8498218,0,1,58498218,0,,,
gapped_10percent_200M_uint64,200000000,1.333333,,1,chained,radix_spline_err80_rbits20,clamp,64,31332249000,156.661245,55869558660,279.347793,55835352224,279.176761,0.000000,,8498218,0,1,58498218,0,,,
gapped_10percent_200M_uint64,200000000,1.333333,,4,chained,radix_spline_err80_rbits20,clamp,16,24807627824,124.038139,46665930179,233.329651,46663454457,233.317272,0.000000,,8498218,0,1,58498218,175494654,,,
gapped_10percent_200M_uint64,200000000,1.333333,,4,chained,radix_spline_err80_rbits20,clamp,64,38433079337,192.165397,57912527664,289.562638,57916182940,289.580915,0.000000,,8498218,0,1,58498218,175494654,,,
gapped_10percent_200M_uint64,200000000,1.000000,,1,chained,radix_spline_err80_rbits20,clamp,16,22398904126,111.994521,43333448393,216.667242,42708048413,213.540242,0.000000,,17996330,0,1,17996330,0,,,
gapped_10percent_200M_uint64,200000000,1.000000,,1,chained,radix_spline_err80_rbits20,clamp,64,32258214411,161.291072,53065766011,265.328830,53038021454,265.190107,0.000000,,17996330,0,1,17996330,0,,,
gapped_10percent_200M_uint64,200000000,1.000000,,4,chained,radix_spline_err80_rbits20,clamp,16,22925304602,114.626523,43017331924,215.086660,43023691044,215.118455,0.000000,,17996330,0,1,17996330,53988990,,,
gapped_10percent_200M_uint64,200000000,1.000000,,4,chained,radix_spline_err80_rbits20,clamp,64,33193695176,165.968476,55446239210,277.231196,55437341488,277.186707,0.000000,,17996330,0,1,17996330,53988990,,,
gapped_10percent_200M_uint64,200000000,0.800000,,1,chained,radix_spline_err80_rbits20,clamp,16,23810812663,119.054063,42258904579,211.294523,42246083667,211.230418,0.000000,,50000000,0,0,0,0,,,
gapped_10percent_200M_uint64,200000000,0.800000,,1,chained,radix_spline_err80_rbits20,clamp,64,34324253287,171.621266,51889612305,259.448062,51883497039,259.417485,0.000000,,50000000,0,0,0,0,,,
gapped_10percent_200M_uint64,200000000,0.800000,,4,chained,radix_spline_err80_rbits20,clamp,16,23499559965,117.497800,42227757602,211.138788,42222707158,211.113536,0.000000,,50000000,0,0,0,0,,,
gapped_10percent_200M_uint64,200000000,0.800000,,4,chained,radix_spline_err80_rbits20,clamp,64,34055948465,170.279742,54066726801,270.333634,54077098243,270.385491,0.000000,,50000000,0,0,0,0,,,
consecutive_200M_uint64,200000000,0.980000,,8,cuckoo_8_balanced_kicking,radix_spline_err80_rbits20-murmur3_fin64_2,clamp-fast_modulo,16,52898887652,264.494438,57295958074,286.479790,57420312876,287.101564,0.000000,0.703657,,,,,,,,
consecutive_200M_uint64,200000000,0.980000,,8,cuckoo_8_balanced_kicking,radix_spline_err80_rbits20-murmur3_fin64_2,clamp-fast_modulo,64,79545841820,397.729209,77574566296,387.872831,76780732567,383.903663,0.000000,0.703657,,,,,,,,
consecutive_200M_uint64,200000000,0.980000,,8,cuckoo_8_biased_kicking_10,radix_spline_err80_rbits20-murmur3_fin64_2,clamp-fast_modulo,16,41862508158,209.312541,47969549033,239.847745,47973163218,239.865816,0.000000,0.999365,,,,,,,,
consecutive_200M_uint64,200000000,0.980000,,8,cuckoo_8_biased_kicking_10,radix_spline_err80_rbits20-murmur3_fin64_2,clamp-fast_modulo,64,69569380158,347.846901,60873623141,304.368116,60375188230,301.875941,0.000000,0.999365,,,,,,,,
consecutive_200M_uint64,200000000,0.950000,,8,cuckoo_8_biased_kicking_10,radix_spline_err80_rbits20-murmur3_fin64_2,clamp-fast_modulo,16,42249579486,211.247897,52093472806,260.467364,49669432116,248.347161,0.000000,0.999987,,,,,,,,
consecutive_200M_uint64,200000000,0.950000,,8,cuckoo_8_biased_kicking_10,radix_spline_err80_rbits20-murmur3_fin64_2,clamp-fast_modulo,64,69733940681,348.669703,62491411943,312.457060,62482660951,312.413305,0.000000,0.999987,,,,,,,,
wiki_ts_200M_uint64,90437011,0.980000,,8,cuckoo_8_biased_kicking_10,radix_spline_err40_rbits24-murmur3_fin64_2,clamp-fast_modulo,16,34456864928,381.004022,29010830511,320.784933,29017037944,320.853571,0.000000,0.879099,,,,,,,,
wiki_ts_200M_uint64,90437011,0.980000,,8,cuckoo_8_biased_kicking_10,radix_spline_err40_rbits24-murmur3_fin64_2,clamp-fast_modulo,64,46843452934,517.967726,34663632660,383.290340,34655514583,383.200575,0.000000,0.879099,,,,,,,,
wiki_ts_200M_uint64,90437011,0.950000,,8,cuckoo_8_biased_kicking_10,radix_spline_err40_rbits24-murmur3_fin64_2,clamp-fast_modulo,16,28034592706,309.990262,28173499426,311.526212,28174094408,311.532791,0.000000,0.908682,,,,,,,,
wiki_ts_200M_uint64,90437011,0.950000,,8,cuckoo_8_biased_kicking_10,radix_spline_err40_rbits24-murmur3_fin64_2,clamp-fast_modulo,64,40436989228,447.128767,34639811102,383.026935,34654691302,383.191471,0.000000,0.908682,,,,,,,,
fb_200M_uint64,200000000,0.980000,,8,cuckoo_8_biased_kicking_10,radix_spline_err160_rbits20-murmur3_fin64_2,clamp-fast_modulo,16,,,,,,,0.000000,,,,,,,,,
fb_200M_uint64,200000000,0.980000,,8,cuckoo_8_biased_kicking_10,radix_spline_err160_rbits20-murmur3_fin64_2,clamp-fast_modulo,64,,,,,,,0.000000,,,,,,,,,
fb_200M_uint64,200000000,0.950000,,8,cuckoo_8_biased_kicking_10,radix_spline_err160_rbits20-murmur3_fin64_2,clamp-fast_modulo,16,,,,,,,0.000000,,,,,,,,,
fb_200M_uint64,200000000,0.950000,,8,cuckoo_8_biased_kicking_10,radix_spline_err160_rbits20-murmur3_fin64_2,clamp-fast_modulo,64,,,,,,,0.000000,,,,,,,,,
gapped_1percent_200M_uint64,200000000,0.980000,,8,cuckoo_8_biased_kicking_10,radix_spline_err80_rbits20-murmur3_fin64_2,clamp-fast_modulo,16,42288861207,211.444306,48789105920,243.945530,48790265289,243.951326,0.000000,0.997303,,,,,,,,
gapped_1percent_200M_uint64,200000000,0.980000,,8,cuckoo_8_biased_kicking_10,radix_spline_err80_rbits20-murmur3_fin64_2,clamp-fast_modulo,64,71146914067,355.734570,62823648511,314.118243,62826515414,314.132577,0.000000,0.997303,,,,,,,,
gapped_1percent_200M_uint64,200000000,0.950000,,8,cuckoo_8_biased_kicking_10,radix_spline_err80_rbits20-murmur3_fin64_2,clamp-fast_modulo,16,42125855145,210.629276,48877667198,244.388336,48880433156,244.402166,0.000000,0.999968,,,,,,,,
gapped_1percent_200M_uint64,200000000,0.950000,,8,cuckoo_8_biased_kicking_10,radix_spline_err80_rbits20-murmur3_fin64_2,clamp-fast_modulo,64,70953325151,354.766626,79267499046,396.337495,70316946139,351.584731,0.000000,0.999968,,,,,,,,
