dataset,compiler,machine,load_factor,reducer,hash,max_in_single_slot,empty_slots,expected_empty_slots,colliding_slots,expected_colliding_slots,colliding_keys,expected_colliding_keys,exclusive_slots,expected_exclusive_slots,,sample_size
normal_200M_uint64,g++ 10.2.0,mcgraw (Intel(R) Xeon(R) Gold 6230 CPU @ 2.10GHz),0.75,fastrange64,tabulation_1x255_64,16,0.47,0.47,0.17,0.17,0.53,0.53,0.35,0.35,,
normal_200M_uint64,g++ 10.2.0,mcgraw (Intel(R) Xeon(R) Gold 6230 CPU @ 2.10GHz),0.75,fast_modulo,tabulation_1x255_64,16,0.47,0.47,0.17,0.17,0.53,0.53,0.35,0.35,,
normal_200M_uint64,g++ 10.2.0,mcgraw (Intel(R) Xeon(R) Gold 6230 CPU @ 2.10GHz),0.75,fastrange32,tabulation_1x255_64,16,0.47,0.47,0.17,0.17,0.53,0.53,0.35,0.35,,
normal_200M_uint64,g++ 10.2.0,mcgraw (Intel(R) Xeon(R) Gold 6230 CPU @ 2.10GHz),0.75,fast_modulo,mult_fibonacci_shift36_64,11,0.47,0.47,0.17,0.17,0.53,0.53,0.35,0.35,,
normal_200M_uint64,g++ 10.2.0,mcgraw (Intel(R) Xeon(R) Gold 6230 CPU @ 2.10GHz),0.75,fast_modulo,mult_prime_shift36_64,10,0.47,0.47,0.17,0.17,0.53,0.53,0.35,0.35,,
normal_200M_uint64,g++ 10.2.0,mcgraw (Intel(R) Xeon(R) Gold 6230 CPU @ 2.10GHz),0.75,fast_modulo,mult_fibonacci_prime_shift36_64,10,0.47,0.47,0.17,0.17,0.53,0.53,0.35,0.35,,
normal_200M_uint64,g++ 10.2.0,mcgraw (Intel(R) Xeon(R) Gold 6230 CPU @ 2.10GHz),0.75,fastrange32,random_hash,9,0.48,0.47,0.18,0.17,0.55,0.53,0.33,0.35,,
normal_200M_uint64,g++ 10.2.0,mcgraw (Intel(R) Xeon(R) Gold 6230 CPU @ 2.10GHz),0.75,fast_modulo,mult_prime64,13,0.61,0.47,0.22,0.17,0.78,0.53,0.17,0.35,,
normal_200M_uint64,g++ 10.2.0,mcgraw (Intel(R) Xeon(R) Gold 6230 CPU @ 2.10GHz),0.75,fast_modulo,mult_fibonacci64,13,0.61,0.47,0.22,0.17,0.78,0.53,0.17,0.35,,
normal_200M_uint64,g++ 10.2.0,mcgraw (Intel(R) Xeon(R) Gold 6230 CPU @ 2.10GHz),0.75,fast_modulo,mult_add64,14,0.61,0.47,0.22,0.17,0.78,0.53,0.17,0.35,,
normal_200M_uint64,g++ 10.2.0,mcgraw (Intel(R) Xeon(R) Gold 6230 CPU @ 2.10GHz),0.75,fast_modulo,mult_fibonacci_prime64,13,0.61,0.47,0.22,0.17,0.78,0.53,0.17,0.35,,
normal_200M_uint64,g++ 10.2.0,mcgraw (Intel(R) Xeon(R) Gold 6230 CPU @ 2.10GHz),0.5,clamp,radix_spline,4,0.50,0.61,0.00,0.09,0.00,0.39,0.50,0.30,,1.00
normal_200M_uint64,g++ 10.2.0,mcgraw (Intel(R) Xeon(R) Gold 6230 CPU @ 2.10GHz),0.5,clamp,pgm_hash_eps128,8,0.50,0.61,0.00,0.09,0.01,0.39,0.49,0.30,,1.00
normal_200M_uint64,g++ 10.2.0,mcgraw (Intel(R) Xeon(R) Gold 6230 CPU @ 2.10GHz),0.5,clamp,pgm_hash_eps128,11,0.50,0.61,0.00,0.09,0.02,0.39,0.49,0.30,,0.10
normal_200M_uint64,g++ 10.2.0,mcgraw (Intel(R) Xeon(R) Gold 6230 CPU @ 2.10GHz),0.5,clamp,pgm_hash_eps256,9,0.50,0.61,0.00,0.09,0.02,0.39,0.49,0.30,,1.00
normal_200M_uint64,g++ 10.2.0,mcgraw (Intel(R) Xeon(R) Gold 6230 CPU @ 2.10GHz),0.5,fast_modulo,mult_fibonacci_prime64,485,1.00,0.61,0.00,0.09,1.00,0.39,0.00,0.30,,
normal_200M_uint64,g++ 10.2.0,mcgraw (Intel(R) Xeon(R) Gold 6230 CPU @ 2.10GHz),0.5,fast_modulo,mult_add64,478,1.00,0.61,0.00,0.09,1.00,0.39,0.00,0.30,,
normal_200M_uint64,g++ 10.2.0,mcgraw (Intel(R) Xeon(R) Gold 6230 CPU @ 2.10GHz),0.5,fast_modulo,mult_prime64,479,1.00,0.61,0.00,0.09,1.00,0.39,0.00,0.30,,
normal_200M_uint64,g++ 10.2.0,mcgraw (Intel(R) Xeon(R) Gold 6230 CPU @ 2.10GHz),0.5,fast_modulo,mult_fibonacci64,475,1.00,0.61,0.00,0.09,1.00,0.39,0.00,0.30,,
normal_200M_uint64,g++ 10.2.0,mcgraw (Intel(R) Xeon(R) Gold 6230 CPU @ 2.10GHz),0.5,fastrange64,mult_prime_shift36_64,200000000,1.00,0.61,0.00,0.09,1.00,0.39,0.00,0.30,,
normal_200M_uint64,g++ 10.2.0,mcgraw (Intel(R) Xeon(R) Gold 6230 CPU @ 2.10GHz),0.5,fastrange64,mult_fibonacci_shift36_64,200000000,1.00,0.61,0.00,0.09,1.00,0.39,0.00,0.30,,
normal_200M_uint64,g++ 10.2.0,mcgraw (Intel(R) Xeon(R) Gold 6230 CPU @ 2.10GHz),0.5,fastrange64,mult_fibonacci_prime_shift36_64,200000000,1.00,0.61,0.00,0.09,1.00,0.39,0.00,0.30,,
normal_200M_uint64,g++ 10.2.0,mcgraw (Intel(R) Xeon(R) Gold 6230 CPU @ 2.10GHz),0.5,clamp,radix_spline,6,0.51,0.61,0.01,0.09,0.02,0.39,0.49,0.30,,0.10
normal_200M_uint64,g++ 10.2.0,mcgraw (Intel(R) Xeon(R) Gold 6230 CPU @ 2.10GHz),0.5,clamp,radix_spline,9,0.51,0.61,0.01,0.09,0.02,0.39,0.49,0.30,,0.01
normal_200M_uint64,g++ 10.2.0,mcgraw (Intel(R) Xeon(R) Gold 6230 CPU @ 2.10GHz),0.5,clamp,radix_spline,12,0.51,0.61,0.01,0.09,0.03,0.39,0.49,0.30,,0.00
normal_200M_uint64,g++ 10.2.0,mcgraw (Intel(R) Xeon(R) Gold 6230 CPU @ 2.10GHz),0.5,clamp,pgm_hash_eps256,12,0.51,0.61,0.01,0.09,0.04,0.39,0.48,0.30,,0.10
normal_200M_uint64,g++ 10.2.0,mcgraw (Intel(R) Xeon(R) Gold 6230 CPU @ 2.10GHz),0.5,clamp,pgm_hash_eps128,15,0.52,0.61,0.02,0.09,0.08,0.39,0.46,0.30,,0.01
normal_200M_uint64,g++ 10.2.0,mcgraw (Intel(R) Xeon(R) Gold 6230 CPU @ 2.10GHz),0.5,fastrange32,mult_prime64,74,0.98,0.61,0.02,0.09,1.00,0.39,0.00,0.30,,
normal_200M_uint64,g++ 10.2.0,mcgraw (Intel(R) Xeon(R) Gold 6230 CPU @ 2.10GHz),0.5,fastrange32,mult_fibonacci64,74,0.98,0.61,0.02,0.09,1.00,0.39,0.00,0.30,,
normal_200M_uint64,g++ 10.2.0,mcgraw (Intel(R) Xeon(R) Gold 6230 CPU @ 2.10GHz),0.5,fastrange32,mult_fibonacci_prime64,74,0.98,0.61,0.02,0.09,1.00,0.39,0.00,0.30,,
normal_200M_uint64,g++ 10.2.0,mcgraw (Intel(R) Xeon(R) Gold 6230 CPU @ 2.10GHz),0.5,fastrange32,mult_add64,74,0.98,0.61,0.02,0.09,1.00,0.39,0.00,0.30,,
normal_200M_uint64,g++ 10.2.0,mcgraw (Intel(R) Xeon(R) Gold 6230 CPU @ 2.10GHz),0.5,clamp,pgm_hash_eps256,17,0.53,0.61,0.03,0.09,0.13,0.39,0.43,0.30,,0.01
normal_200M_uint64,g++ 10.2.0,mcgraw (Intel(R) Xeon(R) Gold 6230 CPU @ 2.10GHz),0.5,clamp,pgm_hash_eps128,16,0.56,0.61,0.06,0.09,0.25,0.39,0.38,0.30,,0.00
normal_200M_uint64,g++ 10.2.0,mcgraw (Intel(R) Xeon(R) Gold 6230 CPU @ 2.10GHz),0.5,fastrange32,mult_prime_shift36_64,28,0.94,0.61,0.06,0.09,1.00,0.39,0.00,0.30,,
normal_200M_uint64,g++ 10.2.0,mcgraw (Intel(R) Xeon(R) Gold 6230 CPU @ 2.10GHz),0.5,fastrange32,mult_fibonacci_shift36_64,27,0.94,0.61,0.06,0.09,1.00,0.39,0.00,0.30,,
normal_200M_uint64,g++ 10.2.0,mcgraw (Intel(R) Xeon(R) Gold 6230 CPU @ 2.10GHz),0.5,fastrange32,mult_fibonacci_prime_shift36_64,29,0.94,0.61,0.06,0.09,1.00,0.39,0.00,0.30,,
normal_200M_uint64,g++ 10.2.0,mcgraw (Intel(R) Xeon(R) Gold 6230 CPU @ 2.10GHz),0.5,clamp,pgm_hash_eps256,16,0.58,0.61,0.07,0.09,0.31,0.39,0.34,0.30,,0.00
normal_200M_uint64,g++ 10.2.0,mcgraw (Intel(R) Xeon(R) Gold 6230 CPU @ 2.10GHz),0.5,fastrange64,random_hash,6,0.59,0.61,0.08,0.09,0.35,0.39,0.32,0.30,,
normal_200M_uint64,g++ 10.2.0,mcgraw (Intel(R) Xeon(R) Gold 6230 CPU @ 2.10GHz),0.5,fast_modulo,random_hash,7,0.60,0.61,0.09,0.09,0.38,0.39,0.31,0.30,,
normal_200M_uint64,g++ 10.2.0,mcgraw (Intel(R) Xeon(R) Gold 6230 CPU @ 2.10GHz),0.5,fast_modulo,xxh3_128_xor,9,0.61,0.61,0.09,0.09,0.39,0.39,0.30,0.30,,
normal_200M_uint64,g++ 10.2.0,mcgraw (Intel(R) Xeon(R) Gold 6230 CPU @ 2.10GHz),0.5,fast_modulo,city128_low,8,0.61,0.61,0.09,0.09,0.39,0.39,0.30,0.30,,
normal_200M_uint64,g++ 10.2.0,mcgraw (Intel(R) Xeon(R) Gold 6230 CPU @ 2.10GHz),0.5,fastrange64,mult_add_shift28_64,9,0.61,0.61,0.09,0.09,0.39,0.39,0.30,0.30,,
normal_200M_uint64,g++ 10.2.0,mcgraw (Intel(R) Xeon(R) Gold 6230 CPU @ 2.10GHz),0.5,fast_modulo,meow64_upp,9,0.61,0.61,0.09,0.09,0.39,0.39,0.30,0.30,,
normal_200M_uint64,g++ 10.2.0,mcgraw (Intel(R) Xeon(R) Gold 6230 CPU @ 2.10GHz),0.5,fast_modulo,tabulation_4x255_64,9,0.61,0.61,0.09,0.09,0.39,0.39,0.30,0.30,,
normal_200M_uint64,g++ 10.2.0,mcgraw (Intel(R) Xeon(R) Gold 6230 CPU @ 2.10GHz),0.5,fast_modulo,murmur3_128_xor,9,0.61,0.61,0.09,0.09,0.39,0.39,0.30,0.30,,
normal_200M_uint64,g++ 10.2.0,mcgraw (Intel(R) Xeon(R) Gold 6230 CPU @ 2.10GHz),0.5,fast_modulo,xxh3_128_city,9,0.61,0.61,0.09,0.09,0.39,0.39,0.30,0.30,,
normal_200M_uint64,g++ 10.2.0,mcgraw (Intel(R) Xeon(R) Gold 6230 CPU @ 2.10GHz),0.5,fastrange64,mult_prime64,9,0.61,0.61,0.09,0.09,0.39,0.39,0.30,0.30,,
normal_200M_uint64,g++ 10.2.0,mcgraw (Intel(R) Xeon(R) Gold 6230 CPU @ 2.10GHz),0.5,fastrange64,xxh3_128_xor,9,0.61,0.61,0.09,0.09,0.39,0.39,0.30,0.30,,
normal_200M_uint64,g++ 10.2.0,mcgraw (Intel(R) Xeon(R) Gold 6230 CPU @ 2.10GHz),0.5,fastrange64,mult_fibonacci_prime64,9,0.61,0.61,0.09,0.09,0.39,0.39,0.30,0.30,,
normal_200M_uint64,g++ 10.2.0,mcgraw (Intel(R) Xeon(R) Gold 6230 CPU @ 2.10GHz),0.5,fastrange64,aqua1_64,9,0.61,0.61,0.09,0.09,0.39,0.39,0.30,0.30,,
normal_200M_uint64,g++ 10.2.0,mcgraw (Intel(R) Xeon(R) Gold 6230 CPU @ 2.10GHz),0.5,fast_modulo,murmur3_128_city,9,0.61,0.61,0.09,0.09,0.39,0.39,0.30,0.30,,
normal_200M_uint64,g++ 10.2.0,mcgraw (Intel(R) Xeon(R) Gold 6230 CPU @ 2.10GHz),0.5,fast_modulo,city128_city,9,0.61,0.61,0.09,0.09,0.39,0.39,0.30,0.30,,
normal_200M_uint64,g++ 10.2.0,mcgraw (Intel(R) Xeon(R) Gold 6230 CPU @ 2.10GHz),0.5,fastrange64,murmur_finalizer64,9,0.61,0.61,0.09,0.09,0.39,0.39,0.30,0.30,,
normal_200M_uint64,g++ 10.2.0,mcgraw (Intel(R) Xeon(R) Gold 6230 CPU @ 2.10GHz),0.5,fast_modulo,aqua1_64,9,0.61,0.61,0.09,0.09,0.39,0.39,0.30,0.30,,
normal_200M_uint64,g++ 10.2.0,mcgraw (Intel(R) Xeon(R) Gold 6230 CPU @ 2.10GHz),0.5,fastrange64,city128_city,8,0.61,0.61,0.09,0.09,0.39,0.39,0.30,0.30,,
normal_200M_uint64,g++ 10.2.0,mcgraw (Intel(R) Xeon(R) Gold 6230 CPU @ 2.10GHz),0.5,fastrange64,xxh3,9,0.61,0.61,0.09,0.09,0.39,0.39,0.30,0.30,,
normal_200M_uint64,g++ 10.2.0,mcgraw (Intel(R) Xeon(R) Gold 6230 CPU @ 2.10GHz),0.5,fast_modulo,city64,9,0.61,0.61,0.09,0.09,0.39,0.39,0.30,0.30,,
normal_200M_uint64,g++ 10.2.0,mcgraw (Intel(R) Xeon(R) Gold 6230 CPU @ 2.10GHz),0.5,fastrange64,murmur3_128_xor,9,0.61,0.61,0.09,0.09,0.39,0.39,0.30,0.30,,
normal_200M_uint64,g++ 10.2.0,mcgraw (Intel(R) Xeon(R) Gold 6230 CPU @ 2.10GHz),0.5,fast_modulo,murmur3_128_upp,9,0.61,0.61,0.09,0.09,0.39,0.39,0.30,0.30,,
normal_200M_uint64,g++ 10.2.0,mcgraw (Intel(R) Xeon(R) Gold 6230 CPU @ 2.10GHz),0.5,fast_modulo,murmur_finalizer64,8,0.61,0.61,0.09,0.09,0.39,0.39,0.30,0.30,,
normal_200M_uint64,g++ 10.2.0,mcgraw (Intel(R) Xeon(R) Gold 6230 CPU @ 2.10GHz),0.5,fast_modulo,xxh64,9,0.61,0.61,0.09,0.09,0.39,0.39,0.30,0.30,,
normal_200M_uint64,g++ 10.2.0,mcgraw (Intel(R) Xeon(R) Gold 6230 CPU @ 2.10GHz),0.5,fastrange64,xxh3_128_low,8,0.61,0.61,0.09,0.09,0.39,0.39,0.30,0.30,,
normal_200M_uint64,g++ 10.2.0,mcgraw (Intel(R) Xeon(R) Gold 6230 CPU @ 2.10GHz),0.5,fast_modulo,meow64_low,8,0.61,0.61,0.09,0.09,0.39,0.39,0.30,0.30,,
normal_200M_uint64,g++ 10.2.0,mcgraw (Intel(R) Xeon(R) Gold 6230 CPU @ 2.10GHz),0.5,fast_modulo,xxh3,8,0.61,0.61,0.09,0.09,0.39,0.39,0.30,0.30,,
normal_200M_uint64,g++ 10.2.0,mcgraw (Intel(R) Xeon(R) Gold 6230 CPU @ 2.10GHz),0.5,fastrange64,xxh3_128_upp,8,0.61,0.61,0.09,0.09,0.39,0.39,0.30,0.30,,
normal_200M_uint64,g++ 10.2.0,mcgraw (Intel(R) Xeon(R) Gold 6230 CPU @ 2.10GHz),0.5,fast_modulo,xxh3_128_upp,9,0.61,0.61,0.09,0.09,0.39,0.39,0.30,0.30,,
normal_200M_uint64,g++ 10.2.0,mcgraw (Intel(R) Xeon(R) Gold 6230 CPU @ 2.10GHz),0.5,fastrange64,murmur3_128_low,9,0.61,0.61,0.09,0.09,0.39,0.39,0.30,0.30,,
normal_200M_uint64,g++ 10.2.0,mcgraw (Intel(R) Xeon(R) Gold 6230 CPU @ 2.10GHz),0.5,fastrange64,city128_xor,9,0.61,0.61,0.09,0.09,0.39,0.39,0.30,0.30,,
normal_200M_uint64,g++ 10.2.0,mcgraw (Intel(R) Xeon(R) Gold 6230 CPU @ 2.10GHz),0.5,fastrange64,meow64_low,9,0.61,0.61,0.09,0.09,0.39,0.39,0.30,0.30,,
normal_200M_uint64,g++ 10.2.0,mcgraw (Intel(R) Xeon(R) Gold 6230 CPU @ 2.10GHz),0.5,fastrange64,mult_add64,9,0.61,0.61,0.09,0.09,0.39,0.39,0.30,0.30,,
normal_200M_uint64,g++ 10.2.0,mcgraw (Intel(R) Xeon(R) Gold 6230 CPU @ 2.10GHz),0.5,fastrange64,tabulation_8x255_64,9,0.61,0.61,0.09,0.09,0.39,0.39,0.30,0.30,,
normal_200M_uint64,g++ 10.2.0,mcgraw (Intel(R) Xeon(R) Gold 6230 CPU @ 2.10GHz),0.5,fastrange64,mult_fibonacci64,8,0.61,0.61,0.09,0.09,0.39,0.39,0.30,0.30,,
normal_200M_uint64,g++ 10.2.0,mcgraw (Intel(R) Xeon(R) Gold 6230 CPU @ 2.10GHz),0.5,fastrange64,murmur3_128_upp,9,0.61,0.61,0.09,0.09,0.39,0.39,0.30,0.30,,
normal_200M_uint64,g++ 10.2.0,mcgraw (Intel(R) Xeon(R) Gold 6230 CPU @ 2.10GHz),0.5,fastrange64,xxh3_128_city,8,0.61,0.61,0.09,0.09,0.39,0.39,0.30,0.30,,
normal_200M_uint64,g++ 10.2.0,mcgraw (Intel(R) Xeon(R) Gold 6230 CPU @ 2.10GHz),0.5,fastrange64,meow64_upp,9,0.61,0.61,0.09,0.09,0.39,0.39,0.30,0.30,,
normal_200M_uint64,g++ 10.2.0,mcgraw (Intel(R) Xeon(R) Gold 6230 CPU @ 2.10GHz),0.5,fast_modulo,murmur3_128_low,9,0.61,0.61,0.09,0.09,0.39,0.39,0.30,0.30,,
normal_200M_uint64,g++ 10.2.0,mcgraw (Intel(R) Xeon(R) Gold 6230 CPU @ 2.10GHz),0.5,fastrange64,xxh64,9,0.61,0.61,0.09,0.09,0.39,0.39,0.30,0.30,,
normal_200M_uint64,g++ 10.2.0,mcgraw (Intel(R) Xeon(R) Gold 6230 CPU @ 2.10GHz),0.5,fast_modulo,aqua0_64,8,0.61,0.61,0.09,0.09,0.39,0.39,0.30,0.30,,
normal_200M_uint64,g++ 10.2.0,mcgraw (Intel(R) Xeon(R) Gold 6230 CPU @ 2.10GHz),0.5,fastrange64,aqua0_64,9,0.61,0.61,0.09,0.09,0.39,0.39,0.30,0.30,,
normal_200M_uint64,g++ 10.2.0,mcgraw (Intel(R) Xeon(R) Gold 6230 CPU @ 2.10GHz),0.5,fastrange64,city128_upp,9,0.61,0.61,0.09,0.09,0.39,0.39,0.30,0.30,,
normal_200M_uint64,g++ 10.2.0,mcgraw (Intel(R) Xeon(R) Gold 6230 CPU @ 2.10GHz),0.5,fast_modulo,city128_upp,9,0.61,0.61,0.09,0.09,0.39,0.39,0.30,0.30,,
normal_200M_uint64,g++ 10.2.0,mcgraw (Intel(R) Xeon(R) Gold 6230 CPU @ 2.10GHz),0.5,fastrange64,city128_low,10,0.61,0.61,0.09,0.09,0.39,0.39,0.30,0.30,,
normal_200M_uint64,g++ 10.2.0,mcgraw (Intel(R) Xeon(R) Gold 6230 CPU @ 2.10GHz),0.5,fast_modulo,tabulation_8x255_64,9,0.61,0.61,0.09,0.09,0.39,0.39,0.30,0.30,,
normal_200M_uint64,g++ 10.2.0,mcgraw (Intel(R) Xeon(R) Gold 6230 CPU @ 2.10GHz),0.5,fastrange64,city64,8,0.61,0.61,0.09,0.09,0.39,0.39,0.30,0.30,,
normal_200M_uint64,g++ 10.2.0,mcgraw (Intel(R) Xeon(R) Gold 6230 CPU @ 2.10GHz),0.5,fastrange64,tabulation_4x255_64,9,0.61,0.61,0.09,0.09,0.39,0.39,0.30,0.30,,
normal_200M_uint64,g++ 10.2.0,mcgraw (Intel(R) Xeon(R) Gold 6230 CPU @ 2.10GHz),0.5,fast_modulo,mult_add_shift28_64,9,0.61,0.61,0.09,0.09,0.39,0.39,0.30,0.30,,
normal_200M_uint64,g++ 10.2.0,mcgraw (Intel(R) Xeon(R) Gold 6230 CPU @ 2.10GHz),0.5,fast_modulo,xxh3_128_low,9,0.61,0.61,0.09,0.09,0.39,0.39,0.30,0.30,,
normal_200M_uint64,g++ 10.2.0,mcgraw (Intel(R) Xeon(R) Gold 6230 CPU @ 2.10GHz),0.5,fast_modulo,city128_xor,9,0.61,0.61,0.09,0.09,0.39,0.39,0.30,0.30,,
normal_200M_uint64,g++ 10.2.0,mcgraw (Intel(R) Xeon(R) Gold 6230 CPU @ 2.10GHz),0.5,fastrange64,murmur3_128_city,8,0.61,0.61,0.09,0.09,0.39,0.39,0.30,0.30,,
normal_200M_uint64,g++ 10.2.0,mcgraw (Intel(R) Xeon(R) Gold 6230 CPU @ 2.10GHz),0.5,fastrange64,tabulation_1x255_64,16,0.61,0.61,0.09,0.09,0.39,0.39,0.30,0.30,,
normal_200M_uint64,g++ 10.2.0,mcgraw (Intel(R) Xeon(R) Gold 6230 CPU @ 2.10GHz),0.5,fast_modulo,tabulation_1x255_64,17,0.61,0.61,0.09,0.09,0.39,0.39,0.30,0.30,,
normal_200M_uint64,g++ 10.2.0,mcgraw (Intel(R) Xeon(R) Gold 6230 CPU @ 2.10GHz),0.5,fastrange32,murmur3_128_low,8,0.61,0.61,0.09,0.09,0.39,0.39,0.30,0.30,,
normal_200M_uint64,g++ 10.2.0,mcgraw (Intel(R) Xeon(R) Gold 6230 CPU @ 2.10GHz),0.5,fastrange32,xxh3,9,0.61,0.61,0.09,0.09,0.39,0.39,0.30,0.30,,
normal_200M_uint64,g++ 10.2.0,mcgraw (Intel(R) Xeon(R) Gold 6230 CPU @ 2.10GHz),0.5,fastrange32,meow64_low,8,0.61,0.61,0.09,0.09,0.39,0.39,0.30,0.30,,
normal_200M_uint64,g++ 10.2.0,mcgraw (Intel(R) Xeon(R) Gold 6230 CPU @ 2.10GHz),0.5,fastrange32,murmur_finalizer64,9,0.61,0.61,0.09,0.09,0.39,0.39,0.30,0.30,,
normal_200M_uint64,g++ 10.2.0,mcgraw (Intel(R) Xeon(R) Gold 6230 CPU @ 2.10GHz),0.5,fastrange32,city128_low,9,0.61,0.61,0.09,0.09,0.39,0.39,0.30,0.30,,
normal_200M_uint64,g++ 10.2.0,mcgraw (Intel(R) Xeon(R) Gold 6230 CPU @ 2.10GHz),0.5,fastrange32,tabulation_4x255_64,9,0.61,0.61,0.09,0.09,0.39,0.39,0.30,0.30,,
normal_200M_uint64,g++ 10.2.0,mcgraw (Intel(R) Xeon(R) Gold 6230 CPU @ 2.10GHz),0.5,fastrange32,aqua1_64,9,0.61,0.61,0.09,0.09,0.39,0.39,0.30,0.30,,
normal_200M_uint64,g++ 10.2.0,mcgraw (Intel(R) Xeon(R) Gold 6230 CPU @ 2.10GHz),0.5,fastrange32,tabulation_8x255_64,8,0.61,0.61,0.09,0.09,0.39,0.39,0.30,0.30,,
normal_200M_uint64,g++ 10.2.0,mcgraw (Intel(R) Xeon(R) Gold 6230 CPU @ 2.10GHz),0.5,fastrange32,meow64_upp,9,0.61,0.61,0.09,0.09,0.39,0.39,0.30,0.30,,
normal_200M_uint64,g++ 10.2.0,mcgraw (Intel(R) Xeon(R) Gold 6230 CPU @ 2.10GHz),0.5,fastrange32,city128_upp,9,0.61,0.61,0.09,0.09,0.39,0.39,0.30,0.30,,
normal_200M_uint64,g++ 10.2.0,mcgraw (Intel(R) Xeon(R) Gold 6230 CPU @ 2.10GHz),0.5,fastrange32,xxh3_128_low,8,0.61,0.61,0.09,0.09,0.39,0.39,0.30,0.30,,
normal_200M_uint64,g++ 10.2.0,mcgraw (Intel(R) Xeon(R) Gold 6230 CPU @ 2.10GHz),0.5,fastrange32,murmur3_128_city,8,0.61,0.61,0.09,0.09,0.39,0.39,0.30,0.30,,
normal_200M_uint64,g++ 10.2.0,mcgraw (Intel(R) Xeon(R) Gold 6230 CPU @ 2.10GHz),0.5,fastrange32,city128_city,8,0.61,0.61,0.09,0.09,0.39,0.39,0.30,0.30,,
normal_200M_uint64,g++ 10.2.0,mcgraw (Intel(R) Xeon(R) Gold 6230 CPU @ 2.10GHz),0.5,fastrange32,aqua0_64,9,0.61,0.61,0.09,0.09,0.39,0.39,0.30,0.30,,
normal_200M_uint64,g++ 10.2.0,mcgraw (Intel(R) Xeon(R) Gold 6230 CPU @ 2.10GHz),0.5,fastrange32,xxh3_128_upp,9,0.61,0.61,0.09,0.09,0.39,0.39,0.30,0.30,,
normal_200M_uint64,g++ 10.2.0,mcgraw (Intel(R) Xeon(R) Gold 6230 CPU @ 2.10GHz),0.5,fastrange32,mult_add_shift28_64,9,0.61,0.61,0.09,0.09,0.39,0.39,0.30,0.30,,
normal_200M_uint64,g++ 10.2.0,mcgraw (Intel(R) Xeon(R) Gold 6230 CPU @ 2.10GHz),0.5,fastrange32,murmur3_128_upp,9,0.61,0.61,0.09,0.09,0.39,0.39,0.30,0.30,,
normal_200M_uint64,g++ 10.2.0,mcgraw (Intel(R) Xeon(R) Gold 6230 CPU @ 2.10GHz),0.5,fastrange32,xxh3_128_xor,9,0.61,0.61,0.09,0.09,0.39,0.39,0.30,0.30,,
normal_200M_uint64,g++ 10.2.0,mcgraw (Intel(R) Xeon(R) Gold 6230 CPU @ 2.10GHz),0.5,fastrange32,xxh3_128_city,9,0.61,0.61,0.09,0.09,0.39,0.39,0.30,0.30,,
normal_200M_uint64,g++ 10.2.0,mcgraw (Intel(R) Xeon(R) Gold 6230 CPU @ 2.10GHz),0.5,fastrange32,city64,9,0.61,0.61,0.09,0.09,0.39,0.39,0.30,0.30,,
normal_200M_uint64,g++ 10.2.0,mcgraw (Intel(R) Xeon(R) Gold 6230 CPU @ 2.10GHz),0.5,fastrange32,city128_xor,8,0.61,0.61,0.09,0.09,0.39,0.39,0.30,0.30,,
normal_200M_uint64,g++ 10.2.0,mcgraw (Intel(R) Xeon(R) Gold 6230 CPU @ 2.10GHz),0.5,fastrange32,murmur3_128_xor,8,0.61,0.61,0.09,0.09,0.39,0.39,0.30,0.30,,
normal_200M_uint64,g++ 10.2.0,mcgraw (Intel(R) Xeon(R) Gold 6230 CPU @ 2.10GHz),0.5,fastrange32,xxh64,9,0.61,0.61,0.09,0.09,0.39,0.39,0.30,0.30,,
normal_200M_uint64,g++ 10.2.0,mcgraw (Intel(R) Xeon(R) Gold 6230 CPU @ 2.10GHz),0.5,fastrange32,tabulation_1x255_64,15,0.61,0.61,0.09,0.09,0.39,0.39,0.30,0.30,,
normal_200M_uint64,g++ 10.2.0,mcgraw (Intel(R) Xeon(R) Gold 6230 CPU @ 2.10GHz),0.5,fast_modulo,mult_fibonacci_shift36_64,9,0.65,0.61,0.12,0.09,0.53,0.39,0.24,0.30,,
normal_200M_uint64,g++ 10.2.0,mcgraw (Intel(R) Xeon(R) Gold 6230 CPU @ 2.10GHz),0.5,fast_modulo,mult_prime_shift36_64,10,0.65,0.61,0.12,0.09,0.53,0.39,0.24,0.30,,
normal_200M_uint64,g++ 10.2.0,mcgraw (Intel(R) Xeon(R) Gold 6230 CPU @ 2.10GHz),0.5,fast_modulo,mult_fibonacci_prime_shift36_64,10,0.65,0.61,0.12,0.09,0.53,0.39,0.24,0.30,,
normal_200M_uint64,g++ 10.2.0,mcgraw (Intel(R) Xeon(R) Gold 6230 CPU @ 2.10GHz),0.5,fastrange32,random_hash,8,0.65,0.61,0.12,0.09,0.53,0.39,0.23,0.30,,
normal_200M_uint64,g++ 10.2.0,mcgraw (Intel(R) Xeon(R) Gold 6230 CPU @ 2.10GHz),0.25,clamp,radix_spline,4,0.75,0.78,0.00,0.03,0.00,0.22,0.25,0.19,,1.00
normal_200M_uint64,g++ 10.2.0,mcgraw (Intel(R) Xeon(R) Gold 6230 CPU @ 2.10GHz),0.25,clamp,pgm_hash_eps128,8,0.75,0.78,0.00,0.03,0.01,0.22,0.25,0.19,,1.00
